id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,product_type,sub_area,area_m,raion_popul,green_zone_part,indust_part,children_preschool,preschool_quota,preschool_education_centers_raion,children_school,school_quota,school_education_centers_raion,school_education_centers_top_20_raion,hospital_beds_raion,healthcare_centers_raion,university_top_20_raion,sport_objects_raion,additional_education_raion,culture_objects_top_25,culture_objects_top_25_raion,shopping_centers_raion,office_raion,thermal_power_plant_raion,incineration_raion,oil_chemistry_raion,radiation_raion,railroad_terminal_raion,big_market_raion,nuclear_reactor_raion,detention_facility_raion,full_all,male_f,female_f,young_all,young_male,young_female,work_all,work_male,work_female,ekder_all,ekder_male,ekder_female,0_6_all,0_6_male,0_6_female,7_14_all,7_14_male,7_14_female,0_17_all,0_17_male,0_17_female,16_29_all,16_29_male,16_29_female,0_13_all,0_13_male,0_13_female,raion_build_count_with_material_info,build_count_block,build_count_wood,build_count_frame,build_count_brick,build_count_monolith,build_count_panel,build_count_foam,build_count_slag,build_count_mix,raion_build_count_with_builddate_info,build_count_before_1920,build_count_1921-1945,build_count_1946-1970,build_count_1971-1995,build_count_after_1995,ID_metro,metro_min_avto,metro_km_avto,metro_min_walk,metro_km_walk,kindergarten_km,school_km,park_km,green_zone_km,industrial_km,water_treatment_km,cemetery_km,incineration_km,railroad_station_walk_km,railroad_station_walk_min,ID_railroad_station_walk,railroad_station_avto_km,railroad_station_avto_min,ID_railroad_station_avto,public_transport_station_km,public_transport_station_min_walk,water_km,water_1line,mkad_km,ttk_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,ID_big_road1,big_road1_1line,big_road2_km,ID_big_road2,railroad_km,railroad_1line,zd_vokzaly_avto_km,ID_railroad_terminal,bus_terminal_avto_km,ID_bus_terminal,oil_chemistry_km,nuclear_reactor_km,radiation_km,power_transmission_line_km,thermal_power_plant_km,ts_km,big_market_km,market_shop_km,fitness_km,swim_pool_km,ice_rink_km,stadium_km,basketball_km,hospice_morgue_km,detention_facility_km,public_healthcare_km,university_km,workplaces_km,shopping_centers_km,office_km,additional_education_km,preschool_km,big_church_km,church_synagogue_km,mosque_km,theater_km,museum_km,exhibition_km,catering_km,ecology,green_part_500,prom_part_500,office_count_500,office_sqm_500,trc_count_500,trc_sqm_500,cafe_count_500,cafe_sum_500_min_price_avg,cafe_sum_500_max_price_avg,cafe_avg_price_500,cafe_count_500_na_price,cafe_count_500_price_500,cafe_count_500_price_1000,cafe_count_500_price_1500,cafe_count_500_price_2500,cafe_count_500_price_4000,cafe_count_500_price_high,big_church_count_500,church_count_500,mosque_count_500,leisure_count_500,sport_count_500,market_count_500,green_part_1000,prom_part_1000,office_count_1000,office_sqm_1000,trc_count_1000,trc_sqm_1000,cafe_count_1000,cafe_sum_1000_min_price_avg,cafe_sum_1000_max_price_avg,cafe_avg_price_1000,cafe_count_1000_na_price,cafe_count_1000_price_500,cafe_count_1000_price_1000,cafe_count_1000_price_1500,cafe_count_1000_price_2500,cafe_count_1000_price_4000,cafe_count_1000_price_high,big_church_count_1000,church_count_1000,mosque_count_1000,leisure_count_1000,sport_count_1000,market_count_1000,green_part_1500,prom_part_1500,office_count_1500,office_sqm_1500,trc_count_1500,trc_sqm_1500,cafe_count_1500,cafe_sum_1500_min_price_avg,cafe_sum_1500_max_price_avg,cafe_avg_price_1500,cafe_count_1500_na_price,cafe_count_1500_price_500,cafe_count_1500_price_1000,cafe_count_1500_price_1500,cafe_count_1500_price_2500,cafe_count_1500_price_4000,cafe_count_1500_price_high,big_church_count_1500,church_count_1500,mosque_count_1500,leisure_count_1500,sport_count_1500,market_count_1500,green_part_2000,prom_part_2000,office_count_2000,office_sqm_2000,trc_count_2000,trc_sqm_2000,cafe_count_2000,cafe_sum_2000_min_price_avg,cafe_sum_2000_max_price_avg,cafe_avg_price_2000,cafe_count_2000_na_price,cafe_count_2000_price_500,cafe_count_2000_price_1000,cafe_count_2000_price_1500,cafe_count_2000_price_2500,cafe_count_2000_price_4000,cafe_count_2000_price_high,big_church_count_2000,church_count_2000,mosque_count_2000,leisure_count_2000,sport_count_2000,market_count_2000,green_part_3000,prom_part_3000,office_count_3000,office_sqm_3000,trc_count_3000,trc_sqm_3000,cafe_count_3000,cafe_sum_3000_min_price_avg,cafe_sum_3000_max_price_avg,cafe_avg_price_3000,cafe_count_3000_na_price,cafe_count_3000_price_500,cafe_count_3000_price_1000,cafe_count_3000_price_1500,cafe_count_3000_price_2500,cafe_count_3000_price_4000,cafe_count_3000_price_high,big_church_count_3000,church_count_3000,mosque_count_3000,leisure_count_3000,sport_count_3000,market_count_3000,green_part_5000,prom_part_5000,office_count_5000,office_sqm_5000,trc_count_5000,trc_sqm_5000,cafe_count_5000,cafe_sum_5000_min_price_avg,cafe_sum_5000_max_price_avg,cafe_avg_price_5000,cafe_count_5000_na_price,cafe_count_5000_price_500,cafe_count_5000_price_1000,cafe_count_5000_price_1500,cafe_count_5000_price_2500,cafe_count_5000_price_4000,cafe_count_5000_price_high,big_church_count_5000,church_count_5000,mosque_count_5000,leisure_count_5000,sport_count_5000,market_count_5000,price_doc
509,2011-11-30,45.0,29.0,,,,,,,,Investment,Chertanovo Severnoe,6206098.885,111874,0.12812331,0.089039719,4720,2881.0,5,7976,6784.0,5,0,,0,0,10,3,no,0,11,5,no,no,no,no,no,no,no,no,125354,56569,68785,13326,5986,7340,73503,34020,39483,25045,6881,18164,4720,2321,2399,7976,3355,4621,14552,6590,7962,27006,12822,14184,12093,5372,6721,158.0,24.0,0.0,0.0,0.0,3.0,131.0,0.0,0.0,0.0,157.0,0.0,0.0,56.0,93.0,8.0,142,2.6905009730000002,1.912269851,23.32311101,1.9435925840000001,0.281475723,0.503083672,2.978464932,0.071899045,0.5495848729999999,4.624838,1.772055,3.705544,1.121158061,13.45389674,82.0,4.93458302,6.669825587999999,21,0.082030744,0.984368927,0.636589776,no,6.409778867999999,7.496138987999999,10.67963568,12.14053022,12.74476633,0.317937633,2,no,6.219548026,40,0.598747499,no,12.23312214,32,7.007207706,2,12.30674992,4.163822183,1.3887726880000002,0.78203921,6.340531277,1.79190726,9.74881591,4.1210098760000005,0.26378759,0.256911198,8.64086817,9.117609397999999,2.347879434,2.974465958,15.38066349,3.106871623,4.840529854,0.828632555,0.350001864,0.207682683,0.7696127859999999,0.503083672,0.758911181,0.763457305,1.5368355459999998,3.631140497,4.485208699,2.7765175269999998,0.282894561,poor,9.29,0.0,2,112562,1,0,1,1000.0,1500.0,1250.0,0,0,0,1,0,0,0,0,0,0,0,2,0,9.27,10.1,3,142562,7,136100,12,500.0,863.64,681.82,1,5,4,2,0,0,0,1,1,0,0,5,0,6.55,24.89,5,467562,11,390100,29,629.63,1055.56,842.59,2,10,8,7,2,0,0,1,2,0,0,8,0,6.51,32.42,8,520362,12,427100,39,659.46,1094.59,877.03,2,13,10,11,3,0,0,1,2,1,0,11,0,14.5,25.37,12,591362,21,920503,78,631.94,1069.44,850.69,6,25,24,17,6,0,0,2,10,1,2,26,6,25.19,18.16,35,1692474,42,1477945,142,668.7,1125.95,897.33,11,42,43,33,12,1,0,5,28,1,5,42,11,5700000
510,2011-11-30,47.0,26.0,2.0,,,,,,,Investment,Hamovniki,10071560.22,102726,0.048790575999999995,0.0,6374,165.0,5,7538,9337.0,8,1,4702.0,5,1,23,2,yes,2,5,87,no,no,no,yes,no,no,no,no,75377,34015,41362,14868,7239,7629,61102,30166,30936,26756,8775,17981,6374,3205,3169,7538,3585,3953,16584,8083,8501,14705,7343,7362,13042,6343,6699,641.0,19.0,4.0,0.0,550.0,48.0,8.0,0.0,11.0,1.0,637.0,206.0,122.0,176.0,42.0,91.0,143,2.653061042,2.008885999,18.81177054,1.567647545,0.509615969,0.508651553,0.49174599799999996,0.466580307,0.307997161,10.512210000000001,1.1415389999999999,14.151539999999999,2.193076369,26.31691643,49.0,3.1455481869999997,4.0738887660000005,49,0.34918323799999995,4.19019885,0.134038401,yes,10.71644309,1.32932681,1.366223376,2.511757062,3.392266007,1.329326818,4,no,2.040054409,6,0.687358725,no,3.677358275,50,5.478537565,13,12.37575078,4.149366149,0.727741717,4.119585538,0.437917444,3.855746425,9.783038379,1.952924729,0.63750117,2.284825939,3.6779614539999996,1.018181051,1.966887401,0.751596052,6.503641784,1.5357744480000002,1.3806053459999998,1.267526469,1.12963454,0.075865519,1.235732386,0.508651553,0.469351301,0.427932608,4.237817723,2.002361246,1.664281904,2.486496447,0.077288304,poor,0.36,7.44,9,122008,0,0,13,1572.73,2500.0,2036.36,2,1,1,3,3,2,1,1,2,0,0,0,1,8.11,5.93,19,224750,0,0,33,1235.48,2000.0,1617.74,2,6,4,7,9,4,1,5,7,0,1,6,1,6.41,2.89,47,672316,2,187500,136,886.07,1454.92,1170.49,14,27,32,38,18,6,1,5,11,0,1,10,2,6.04,1.63,70,1030314,4,254220,243,1016.67,1655.7,1336.18,15,51,48,64,40,21,4,9,17,0,12,22,2,13.6,3.2,170,4349871,21,915976,665,970.2,1591.21,1280.7,51,139,150,160,107,49,9,32,49,0,29,55,3,12.5,6.17,499,8641702,72,3127366,1861,931.07,1530.55,1230.81,126,428,435,439,288,121,24,97,158,2,75,154,7,11000000
511,2011-11-30,108.0,57.0,4.0,,,,,,,Investment,Mar'ino,11754772.16,247469,0.188712765,0.090799103,19223,10175.0,13,19083,21892.0,14,0,,5,0,16,16,no,0,15,2,no,no,no,no,no,no,no,yes,165727,75503,90224,40692,20977,19715,161290,79622,81668,45487,12303,33184,19223,9987,9236,19083,9761,9322,45170,23233,21937,35793,17785,18008,36035,18574,17461,352.0,3.0,0.0,0.0,4.0,17.0,328.0,0.0,0.0,0.0,352.0,0.0,0.0,0.0,176.0,176.0,43,1.504754809,0.898743655,10.78492386,0.898743655,0.163149,0.380261588,1.0506643759999998,0.240397511,1.4710100940000002,3.996977,1.784471,10.89818,3.5675578239999997,42.81069389,17.0,3.6781298710000003,4.978987548,17,0.072676984,0.872123813,0.52823815,no,4.525372829,6.926659661,10.55067166,11.77599237,12.67706315,4.051507875,3,no,4.465028277,50,2.076205039,no,14.39110972,5,8.456234118,6,3.4626704060000004,6.003743121,0.56587969,2.055934241,5.088731965,6.510439654,1.73782169,2.566943073,0.480370322,2.554289336,2.77073847,5.875993106,0.9559769640000001,1.6823464030000002,3.8667720360000004,0.896687294,1.9263249740000001,0.380261588,1.0208171940000001,0.521930505,0.905607625,0.48233519700000005,1.204164094,0.861959583,9.587091714,7.2762493,3.260556699,3.776434951,0.625407608,excellent,12.63,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,15.04,0.0,1,50000,0,0,4,833.33,1333.33,1083.33,1,0,1,2,0,0,0,0,1,0,0,5,0,8.84,0.16,2,53752,10,447298,21,578.95,1000.0,789.47,2,5,9,5,0,0,0,2,2,0,0,12,1,8.37,4.76,3,65323,12,627298,42,635.9,1076.92,856.41,3,11,15,11,2,0,0,3,6,0,0,21,1,21.41,11.54,4,75823,16,801320,58,633.96,1066.04,850.0,5,17,18,15,3,0,0,6,15,0,0,26,5,23.95,13.61,6,79623,34,1410525,101,633.33,1077.78,855.56,11,30,33,20,6,1,0,9,24,0,3,56,9,14200000
512,2011-11-30,53.0,30.0,10.0,,,,,,,Investment,Silino,9780189.547,37807,0.37199000200000004,0.136244425,2427,1427.0,3,2370,2506.0,3,0,,0,0,0,0,no,0,1,0,no,no,no,no,no,no,no,no,38075,17162,20913,5063,2491,2572,22548,11443,11105,10196,3090,7106,2427,1189,1238,2370,1187,1183,5561,2716,2845,7365,3630,3735,4510,2236,2274,61.0,30.0,7.0,0.0,6.0,1.0,17.0,0.0,0.0,0.0,61.0,0.0,2.0,9.0,46.0,4.0,29,29.91078237,23.43928676,279.6318726,23.30265605,1.336283582,0.299552795,16.57600923,0.6420530329999999,1.0150958,4.025805999999999,2.62774,27.9346,3.6822781439999996,44.18733773,28.0,4.026133851,6.437947682999999,28,0.44064665,5.287759801,0.165413266,no,19.24349035,32.68552982,35.39284501,36.14141076,37.43165247,2.1782384919999997,14,no,5.786473697000001,49,1.70389089,no,39.0784887,83,33.88541144,1,44.30245696,22.64856122,21.72664966,18.17057671,22.57828125,19.67639781,41.2552368,3.922189995,1.48194282,4.382659578,4.324284618,31.82911944,16.96210403,0.90675229,30.75949541,3.93443163,4.594733295,1.8262693909999999,0.939526425,0.464728001,3.9002974530000003,0.299552795,2.927564709,1.055259751,29.12956548,3.630928701,1.811880872,21.77574635,0.856334771,no data,0.0,0.0,1,20038,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,10.73,0.0,1,20038,1,2100,1,300.0,500.0,400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,20.34,6.3,2,45038,3,34100,8,550.0,937.5,743.75,0,3,3,2,0,0,0,0,1,0,0,1,0,26.78,11.7,2,45038,3,34100,14,507.14,857.14,682.14,0,7,4,3,0,0,0,0,1,0,2,3,0,28.77,11.87,3,51038,4,35800,14,507.14,857.14,682.14,0,7,4,3,0,0,0,1,2,0,2,6,1,25.04,8.3,3,51038,7,49700,14,507.14,857.14,682.14,0,7,4,3,0,0,0,1,3,0,2,8,2,5850000
513,2011-11-30,80.0,46.0,16.0,,,,,,,Investment,Severnoe Butovo,8889466.752,90114,0.579644597,0.0,5102,3617.0,6,4798,7653.0,6,0,30.0,2,0,6,1,no,0,8,0,no,no,no,no,no,no,no,no,78616,35397,43219,10562,5371,5191,65270,38289,26981,14282,4233,10049,5102,2574,2528,4798,2468,2330,11749,5983,5766,19093,8734,10359,9304,4727,4577,154.0,4.0,0.0,0.0,25.0,1.0,124.0,0.0,0.0,0.0,154.0,0.0,0.0,11.0,102.0,41.0,69,2.483435398,1.451030408,17.412364899999996,1.451030408,0.212370119,0.0,2.189109095,0.245802417,1.239822,5.78523,0.48597299999999993,4.941815,3.936772468,47.24126961,47.0,3.936772468,5.617775032999999,47,0.25684327,3.082119234,0.160766097,no,1.321640155,15.14168557,18.34292563,19.744523100000002,20.39214169,0.812296644,2,no,1.073967522,40,0.939015178,no,20.57850585,32,1.145313658,9,17.01296547,10.71036077,2.472456497,0.39797931200000003,3.4179101739999997,4.534297587,12.49463243,1.92341801,0.26956643199999997,1.4564554809999999,6.807689174,12.38481014,4.771379865,1.51844373,18.35767016,0.361761855,14.2255905,2.548216366,0.483192654,2.075372084,1.119891234,0.0,0.597091838,0.647092633,3.8272767489999997,16.96413273,8.408965138,6.840465322999999,0.292000129,good,11.04,0.0,0,0,3,17150,2,750.0,1250.0,1000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,30.32,0.0,0,0,5,26538,4,825.0,1375.0,1100.0,0,1,1,1,1,0,0,1,1,0,0,6,0,29.96,1.02,0,0,7,50104,8,987.5,1625.0,1306.25,0,3,1,1,2,1,0,1,1,0,0,6,2,32.72,0.75,0,0,8,81104,8,987.5,1625.0,1306.25,0,3,1,1,2,1,0,1,3,0,0,6,2,35.9,4.26,1,15000,12,117783,17,843.75,1375.0,1109.38,1,5,3,5,2,1,0,1,3,0,0,13,2,28.67,8.6,3,81947,25,376066,33,743.33,1200.0,971.67,3,11,5,11,2,1,0,3,9,1,0,23,3,15000000
514,2011-11-30,50.0,30.0,17.0,,,,,,,Investment,Shhukino,7963518.819,105663,0.126499246,0.16197556800000001,6700,2854.0,4,7010,7023.0,5,0,4508.0,3,0,11,5,no,0,7,5,no,no,no,yes,no,no,yes,no,166803,77246,89557,14588,7421,7167,64875,33603,31272,26200,8001,18199,6700,3383,3317,7010,3585,3425,16161,8244,7917,31968,15597,16371,12927,6566,6361,407.0,44.0,0.0,0.0,277.0,9.0,75.0,0.0,2.0,0.0,411.0,0.0,12.0,304.0,63.0,32.0,122,0.965921258,0.771752529,8.740575414,0.728381284,2.330850741,0.29288030600000003,1.537007526,0.384634149,1.580528292,21.580470000000002,3.7950180000000002,9.62123,1.9503892319999998,23.40467078,26.0,2.409904037,2.9810747139999996,26,0.10557237900000001,1.26686855,0.253100533,no,3.887589839,7.142632835,9.955320615,10.80996126,11.98514508,3.044268564,14,no,3.4237167019999997,29,0.219900608,no,9.987750497999999,83,5.913433668,1,20.30790111,2.086918509,1.453866584,0.943623751,4.42718621,3.6696703239999997,31.62023774,1.177685507,0.384892905,0.39118285700000005,3.87736774,4.106714994,0.277839579,1.353709674,6.163275955,1.524357465,3.412531444,2.110263508,0.511627815,1.299026781,0.73405383,0.29288030600000003,2.809518282,1.090077729,9.813871362,9.500047508,9.082784853,3.4686605239999997,0.523960271,satisfactory,1.03,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,3,0,13.13,0.0,0,0,3,151375,17,738.46,1269.23,1003.85,4,2,6,3,2,0,0,0,0,0,0,6,1,18.19,0.0,1,1600,4,156975,24,845.0,1400.0,1122.5,4,3,7,7,2,1,0,0,2,0,0,8,1,21.54,4.27,4,75550,7,228975,34,896.55,1482.76,1189.66,5,5,8,9,6,1,0,0,4,0,0,13,3,22.44,8.01,12,256075,12,324192,82,824.66,1369.86,1097.26,9,14,23,23,11,2,0,1,7,0,0,33,4,18.79,11.12,63,1729523,41,1728211,254,758.01,1268.4,1013.2,23,62,76,59,27,6,1,8,20,0,3,79,12,12300000
515,2011-12-01,36.0,36.0,22.0,,,,,,,Investment,Otradnoe,10053051.74,175518,0.09627019699999999,0.300322518,9753,5088.0,4,10311,12721.0,4,0,,1,0,10,3,no,0,9,6,no,yes,no,yes,no,no,no,no,61396,27916,33480,21400,11094,10306,112133,59089,53044,41985,12703,29282,9753,5044,4709,10311,5335,4976,23849,12412,11437,11588,5359,6229,18732,9663,9069,282.0,35.0,0.0,0.0,20.0,5.0,222.0,0.0,0.0,0.0,282.0,0.0,0.0,14.0,246.0,22.0,24,3.1049737239999997,2.336128165,24.38351809,2.031959841,0.305967424,0.5742154979999999,2.363815919,0.286691061,0.178935178,23.62481,3.14515,1.527407,2.398380158,28.780561900000002,1.0,2.47795371,2.9658685289999998,1,0.204846318,2.458155821,0.477078541,no,3.52514647,9.121085399,11.31233797,11.88925694,13.37974753,2.5587222990000003,5,no,3.525146453,1,0.110523595,no,11.29002159,101,15.34787691,4,17.19360557,4.4176230919999995,1.353249251,2.1861559980000003,5.422507378,2.444475401,12.3329215,2.342596607,0.076957601,2.4563851000000003,1.328851921,7.221198661,3.1377112780000003,3.0586022280000003,6.202870047,3.537155065,3.7671491269999997,0.9178600729999999,0.460779485,0.076957601,0.767179908,0.5742154979999999,1.4985508330000001,1.3343548140000001,2.001591914,8.021231634,5.723541074,5.847114556,0.08957264,good,5.88,23.8,3,67000,1,126000,2,650.0,1000.0,825.0,0,1,0,1,0,0,0,0,0,0,0,2,0,3.89,25.0,4,197000,2,129343,8,1042.86,1714.29,1378.57,1,1,2,2,1,1,0,0,0,0,0,5,0,4.16,24.94,6,206054,10,294173,38,640.0,1128.57,884.29,3,8,19,5,2,1,0,1,2,0,0,7,1,6.23,20.98,8,276554,13,390173,51,658.33,1135.42,896.88,3,12,22,10,3,1,0,3,3,0,0,12,2,8.51,23.35,18,500701,26,616963,98,707.78,1188.89,948.33,8,24,33,25,5,3,0,4,12,1,0,28,3,14.77,18.42,40,818701,53,2541084,175,708.64,1188.27,948.46,13,46,55,44,13,4,0,12,25,1,0,66,5,5490400
516,2011-12-01,53.0,32.0,4.0,,,,,,,Investment,Alekseevskoe,5234028.171,78418,0.044073572000000005,0.20014680199999998,3761,1037.0,3,3975,4658.0,3,0,770.0,2,0,9,2,no,0,0,8,no,no,no,yes,no,no,no,no,1359171,635195,723976,8186,4313,3873,52919,30743,22176,17313,5092,12221,3761,1955,1806,3975,2111,1864,9514,4891,4623,283678,140881,142797,7263,3806,3457,250.0,72.0,0.0,0.0,160.0,0.0,18.0,0.0,0.0,0.0,248.0,0.0,17.0,186.0,40.0,5.0,112,1.354174995,0.765670275,3.9802354589999998,0.331686288,0.34587054,0.468707297,1.485682905,0.105110273,0.877115086,17.119120000000002,0.240261,6.000088,2.2401769480000002,26.88212337,79.0,2.2401769480000002,3.300206386,79,0.09609102900000001,1.153092345,1.129382505,no,8.398869226,3.019088235,5.351067036,6.041606281,7.494143863,0.07210051,20,yes,3.01908824,4,0.441420789,no,3.824182207,101,7.310704765,4,10.49638425,7.598883331000001,0.45217510200000005,0.8112092759999999,7.958327236000001,1.907852458,11.53888778,0.7896524290000001,0.27071932600000004,1.695049657,2.951370179,4.13444702,1.075076041,0.798017457,6.487688124,1.634834752,1.312242307,1.171023979,0.626193627,0.315549178,0.901242441,0.468707297,0.318754265,0.314839629,4.746284779,2.921420402,1.813735616,1.9624500809999998,0.22797631100000001,poor,34.75,0.0,1,14700,0,0,9,1311.11,2166.67,1738.89,0,1,1,1,5,1,0,1,1,0,0,1,1,16.79,0.77,3,61150,1,23000,33,845.45,1424.24,1134.85,0,8,10,6,8,1,0,1,1,0,0,3,2,11.46,6.57,8,126750,1,23000,57,785.96,1342.11,1064.04,0,16,20,7,12,2,0,1,1,0,0,13,2,18.25,9.91,13,194240,1,23000,75,760.0,1293.33,1026.67,0,25,23,9,16,2,0,2,6,0,3,22,2,33.43,14.74,28,380503,7,356045,97,771.58,1300.0,1035.79,2,31,26,16,20,2,0,4,12,0,4,28,2,27.54,15.03,119,2446795,37,1709133,351,756.63,1266.57,1011.6,19,104,101,71,46,7,3,22,54,1,11,111,7,9800000
517,2011-12-01,60.0,39.0,7.0,,,,,,,Investment,Juzhnoe Medvedkovo,3879802.193,81980,0.157331846,0.23220508399999998,4926,2200.0,4,4860,6476.0,4,1,80.0,0,0,4,2,no,0,3,1,no,no,no,no,no,no,no,yes,27992,12961,15031,10412,5439,4973,52793,26701,26092,18775,5743,13032,4926,2565,2361,4860,2557,2303,11567,6043,5524,7360,3496,3864,9239,4816,4423,194.0,41.0,1.0,0.0,23.0,7.0,122.0,0.0,0.0,0.0,193.0,0.0,0.0,87.0,73.0,33.0,63,3.2650336689999997,1.787556755,21.17984077,1.764986731,0.225012755,0.264649967,0.451131615,0.143540914,0.7129996470000001,23.15646,0.853476,4.525652,3.3239090289999997,39.88690835,25.0,3.371375959,5.71974198,25,0.077123793,0.925485511,0.537602621,no,2.296247094,9.134810237,11.45777685,12.14430623,13.57377331,2.2962470809999997,1,no,3.207866215,15,0.875229356,no,11.08581945,101,20.97158293,7,15.37681974,7.644153976,2.637333679,1.886614225,4.999772695,1.632193868,5.493006325,2.6595936069999997,0.489277895,4.848355431,2.220885385,3.79358667,1.273086436,1.984808881,1.512215593,2.271644792,3.207851423,0.9539249609999999,0.572114969,0.572114969,0.412493496,0.264649967,1.291392505,1.294514818,4.0041007539999995,7.162420007000001,6.003907068999999,4.521580492,0.663576456,good,7.42,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,20.09,5.17,2,21600,3,35367,6,916.67,1500.0,1208.33,0,0,2,3,1,0,0,0,0,0,0,3,0,17.67,14.54,3,37184,6,81067,19,676.47,1117.65,897.06,2,5,5,6,1,0,0,1,1,0,0,9,0,15.77,18.76,6,108184,6,81067,24,650.0,1090.91,870.45,2,6,8,7,1,0,0,4,5,0,0,15,1,13.33,10.91,8,115507,22,1347348,73,582.09,992.54,787.31,6,25,24,15,3,0,0,6,8,0,0,31,3,14.84,12.01,30,638723,44,3765370,163,641.26,1087.41,864.34,20,49,49,32,12,1,0,14,23,1,3,72,4,2000000
518,2011-12-01,28.0,11.0,1.0,,,,,,,Investment,Basmannoe,8398460.622000001,108171,0.015233743999999999,0.037316452,5706,3240.0,7,6748,7770.0,9,0,562.0,4,2,25,2,no,0,10,93,no,no,no,yes,yes,no,no,no,28179,13522,14657,13368,7159,6209,68043,34236,33807,26760,8563,18197,5706,2982,2724,6748,3664,3084,15237,8113,7124,5164,2583,2581,11631,6223,5408,746.0,48.0,0.0,0.0,643.0,16.0,35.0,0.0,3.0,1.0,746.0,371.0,114.0,146.0,62.0,53.0,5,1.2571864529999999,0.876620232,8.266305238,0.68885877,0.247901208,0.376838057,0.258288769,0.23621405399999998,0.392870988,10.683539999999999,2.9365810000000003,11.90391,0.853960072,10.24752087,5.0,1.59589817,2.156283865,113,0.071480323,0.8577638740000001,0.820294318,no,11.61665314,1.721833675,0.046809567999999996,0.787593311,2.578670647,1.721833683,4,no,3.1335309660000004,10,0.084112545,yes,1.59589817,113,1.423427954,4,6.515857089,8.671015673,1.638318096,3.632640421,4.587916559,2.60941961,9.15505713,1.969737724,0.220287667,2.544696,3.9754013489999998,3.610753828,0.307915375,1.864637406,3.779781109,1.121702845,0.9916826259999999,0.892667526,0.42905213700000006,0.077900959,0.810801456,0.376838057,0.37875583799999996,0.121680643,2.5843696069999997,1.11248589,1.8001248769999998,1.3396522579999999,0.026102416,excellent,3.56,4.44,15,293699,1,45000,48,702.22,1166.67,934.44,3,17,10,11,7,0,0,1,4,0,2,3,0,3.34,8.29,46,420952,3,158200,153,763.45,1272.41,1017.93,8,39,45,39,19,2,1,7,12,0,6,7,0,4.12,4.83,93,1195735,9,445900,272,766.8,1272.73,1019.76,19,70,74,72,30,6,1,18,30,0,10,14,2,4.53,5.02,149,1625130,17,564843,483,765.93,1269.23,1017.58,28,130,129,131,50,14,1,35,61,0,17,21,3,5.06,8.62,305,3420907,60,2296870,1068,853.03,1410.45,1131.74,63,266,267,262,149,57,4,70,121,1,40,77,5,8.38,10.92,689,8404624,114,3503058,2283,853.88,1411.45,1132.66,143,566,578,552,319,108,17,135,236,2,91,195,14,6300000
519,2011-12-01,37.0,18.0,4.0,,,,,,,Investment,Brateevo,7587523.226,102590,0.398794394,0.0,6273,3420.0,6,5562,7132.0,6,0,,0,0,3,1,no,0,5,0,no,no,no,yes,no,yes,no,no,85721,39591,46130,12551,6444,6107,69792,35381,34411,20247,6281,13966,6273,3175,3098,5562,2922,2640,13748,7073,6675,18695,9238,9457,11201,5769,5432,90.0,1.0,0.0,0.0,0.0,5.0,84.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,51.0,39.0,36,1.459440689,1.013083358,12.157000300000002,1.013083358,0.397385097,0.30977303300000003,0.65893011,0.055206874,2.5016587880000003,4.682169999999999,1.260338,8.086072,4.928000556000001,59.13600668,16.0,4.932612281,6.358851842000001,16,0.078811072,0.9457328629999999,0.107884229,yes,2.24576252,10.11172498,13.3768429,14.85574671,15.60795519,2.245762543,1,no,4.367437154,23,3.485407315,no,17.07956297,5,3.290446901,6,3.979246727,5.125627207,1.196427939,0.951768995,3.8913709819999998,6.93090759,4.787451913,2.21689199,0.594554555,3.7105331410000004,3.25245109,9.247754893,4.674279537,1.692620922,0.417517429,3.455420578,1.930279646,2.66453066,0.7303664740000001,2.8184899660000005,0.441961988,0.30977303300000003,0.5082140620000001,0.662843995,8.904078598,11.25294314,4.92970532,4.42032287,0.588597287,excellent,26.96,0.0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,0.0,0,0,4,71100,4,400.0,750.0,575.0,0,2,2,0,0,0,0,1,1,0,0,4,0,27.75,0.0,0,0,8,131388,5,420.0,800.0,610.0,0,2,3,0,0,0,0,1,1,0,0,7,0,29.98,0.0,0,0,9,163155,7,600.0,1083.33,841.67,1,2,3,0,1,0,0,2,4,0,0,11,1,23.13,1.04,2,54500,19,611431,63,622.81,1043.86,833.33,6,20,18,16,3,0,0,6,8,0,0,29,8,14.83,10.8,7,277523,38,1362866,114,666.02,1126.21,896.12,11,32,37,25,7,2,0,9,17,0,2,48,9,2000000
